city,title,price,location,area,building_area,bedrooms,bathrooms,garage
gowa,"Harga Terjangkau, Fasilitas Lengkap, Lokasi Terbaik! Hanya Butuh 2 Juta Untuk Tanda Jadi!",Rp 375 Juta,"Somba Opu, Gowa",: 78 m²,: 42 m²,2,1,1
gowa,"Dijual Rumah Gowa sekitar Jalan Abdul Muthalib Dg Narang, Jl Yusuf Bauty, Jl Manggarupi",Rp 470 Juta,"Somba Opu, Gowa",: 96 m²,: 96 m²,1,,
gowa,"Dijual Rumah sekitar Jalan Tun Abdul Razak, Jl Tamangapa Raya, Gowa",Rp 400 Juta,"Somba Opu, Gowa",: 69 m²,: 69 m²,1,,
gowa,"Dijual Rumah Gowa sekitar Jalan Malino, Jl Dr Wahidin Sudirohusodo, Jl Andi Tonro",Rp 490 Juta,"Somba Opu, Gowa",: 140 m²,,,,
gowa,Rumah Siap Huni Di Kawasan Citraland Celebes,"Rp 3,5 Miliar","Somba Opu, Gowa",: 162 m²,: 234 m²,4,2,1
gowa,Rumah Siap Huni Di Kawasan Citraland Celebes,"Rp 3,5 Miliar","Somba Opu, Gowa",: 162 m²,: 234 m²,4,2,1
gowa,Rumah Siap Huni 2 Lantai Dekat Ke Hertasning Dan Samata,Rp 830 Juta,"Somba Opu, Gowa",: 72 m²,: 80 m²,4,2,2
gowa,"Dijual Rumah Gowa sekitar Jalan Sultan Hasanuddin, Jl Andi Tonro, Jl Andi Mallobassang",Rp 600 Juta,"Somba Opu, Gowa",: 101 m²,: 101 m²,1,,
gowa,"Dijual Rumah Gowa sekitar Jalan Sultan Hasanuddin, Jl Andi Tonro, Jl Andi Mallobassang",Rp 440 Juta,"Somba Opu, Gowa",: 98 m²,: 98 m²,1,,
gowa,"Dijual Rumah Gowa sekitar Jalan Tun Abdul Razak, Jl Macanda, Jl Sultan Alauddin",Rp 476 Juta,"Somba Opu, Gowa",: 91 m²,: 91 m²,1,,
gowa,"Dijual Rumah sekitar Samata, Jalan Tun Abdul Razak, Jl Tamangapa Raya, Gowa",Rp 300 Juta,"Somba Opu, Gowa",: 69 m²,: 69 m²,1,,
gowa,Rumah Siap Huni Di Kawasan Citraland Celebes,"Rp 3,5 Miliar","Somba Opu, Gowa",: 162 m²,: 162 m²,4,2,1
gowa,Rumah Siap Huni Dekat Ke Trans Mall Dan Sekolah Pelayaran Barombong,Rp 375 Juta,"Barombong, Gowa",: 78 m²,: 48 m²,2,1,1
gowa,"Dijual Rumah sekitar Samata, Jalan Tun Abdul Razak, Jl Tamangapa Raya, Gowa",Rp 219 Juta,"Somba Opu, Gowa",: 96 m²,,,,
gowa,"Dijual Rumah sekitar Romang Polong, Jalan Sultan Alauddin, Gowa",Rp 252 Juta,"Somba Opu, Gowa",: 86 m²,,,,
gowa,"Dijual Rumah sekitar Jalan Poros Barombong, Gowa",Rp 350 Juta,"Barombong, Gowa",: 84 m²,: 120 m²,3,3,
gowa,"Rumah Ciputra Grup Dp Mulai 5%. 2 Lantai, Uk 5x15. Cicilan 5 Jtan",Rp 974 Juta,"Somba Opu, Gowa",: 78 m²,: 75 m²,3,2,
gowa,Rumah Siap Huni Royal Spring. Semi Furnished. 8x15. 5 Kamar.,"Rp 1,6 Miliar","Somba Opu, Gowa",: 120 m²,: 160 m²,5,5,2
gowa,Dijual Rumah Full Furnish di Jl. Syekh Yusuf - Makassar,"Rp 3,5 Miliar","Somba Opu, Gowa",: 421 m²,: 450 m²,4,4,2
gowa,Rumah Btn Nusa Indah Pallangga,Rp 200 Juta,"Pallangga, Gowa",: 72 m²,: 72 m²,2,1,
gowa,Dijual Rumah Dp Hanya 6 Juta Sampai Akad Di Barombong,Rp 370 Juta,"Barombong, Gowa",: 78 m²,: 42 m²,2,1,1
gowa,"Rumah Bagus Jl. Mustafa Dg. Bunga, Paccinongang, Gowa",Rp 1 Miliar,"Somba Opu, Gowa",: 87 m²,: 60 m²,3,3,2
gowa,"Rumah Murah di Daerah Pallangga, Gowa",Rp 106 Juta,"Pallangga, Gowa",: 252 m²,: 252 m²,2,1,
gowa,"Rumah Murah di Daerah Pallangga, Gowa","Rp 88,4 Juta","Pallangga, Gowa",: 45 m²,: 299 m²,3,1,
gowa,"Nyaman Untuk Investasi, Modern Estate Hertasning Punya Solusi","Rp 1,16 Miliar","Somba Opu, Gowa",: 90 m²,: 70 m²,4,3,2
gowa,Rumah Bagus lokasi dalam Cluster Citra Garden Gowa,Rp 595 Juta,"Somba Opu, Gowa",: 72 m²,: 72 m²,2,1,1
maros,Rumah Subsidi Syariah Angsuran Flat,Rp 173 Juta,"Moncongloe, Maros",: 72 m²,: 36 m²,2,1,1
maros,Rumah Modern Dekat Bandara Ambani Residenza Bandara Promo Dp 0 Free Biaya,Rp 496 Juta,"Marusu, Maros",: 60 m²,: 36 m²,2,1,1
maros,"Cluster Mutiara Land Rumah Dua Lantai 5 Kamar Tidur Fasilitas Kolam Renang Pribadi Lokasi Poros Maros Makassar Dekat Dari Bandara,toll, Underpas. Stock Unit Terbatas","Rp 1,5 Miliar","Mandai, Maros",: 157 m²,: 136 m²,5,4,2
maros,Rumah Subsidi Konsep Islami Murni Akad Murabahah,Rp 173 Juta,"Moncongloe, Maros",: 72 m²,: 36 m²,2,1,1
maros,Dijual Rumah sekitar Jalan Poros Maros,Rp 300 Juta,"Mandai, Maros",: 199 m²,: 199 m²,1,,
maros,"Dijual Rumah sekitar Jalan Poros Kariango, Maros",Rp 124 Juta,"Tanralili, Maros",: 72 m²,: 72 m²,1,,
maros,Rumah Baru Siap Huni Hanya 3 Menit Ke Antang Jl Poros Moncongloe Maros,Rp 449 JutaRp 559 JutaHEMAT 110 Jutaan,"Moncongloe, Maros",: 72 m²,: 42 m²,2,1,1
maros,"Dijual Rumah sekitar Jalan Moncongloe, Maros","Rp 1,81 Miliar","Moncongloe, Maros",: 742 m²,,,,
maros,"Dijual Rumah sekitar Jalan Poros Kariango, Maros",Rp 125 Juta,"Tanralili, Maros",: 84 m²,,,,
maros,"Dijual Rumah sekitar Moncongloe Lappara, Jalan Raya Baruga, Maros",Rp 663 Juta,"Moncongloe, Maros",: 105 m²,,,,
maros,Dijual Rumah sekitar Jalan Poros Maros,Rp 450 Juta,"Turikale, Maros",: 96 m²,,,,
maros,"Rumah Siap Huni Dekat Kampus Unhas,stiba,politehnik Dan Unimerz",Rp 380 Juta,"Moncongloe, Maros",: 78 m²,: 36 m²,2,1,1
maros,Rumah Subsidi 3 Kamar Tidur Di Moncongloe Dekat Makassar,Rp 170 Juta,"Moncongloe, Maros",: 72 m²,: 36 m²,3,1,1
maros,Rumah Subsidi Komersil Moncongloe,Rp 173 Juta,"Moncongloe, Maros",: 72 m²,: 36 m²,2,1,
maros,Rumah Paling Laris Di Moncongloe Maros,Rp 173 Juta,"Moncongloe, Maros",: 72 m²,: 36 m²,2,1,1
maros,"Rumah Subsidi Makassar - Rachita Estate 3, Moncongloe Maros",Rp 173 Juta,"Moncongloe, Maros",: 72 m²,: 30 m²,2,1,1
maros,"Rumah Subsidi Makassar, Rachita Garden 4 Maros",Rp 173 Juta,"Marusu, Maros",: 72 m²,: 30 m²,2,1,1
maros,Di Jual Rumah Dekat Makassar Cendrawasih Residence,Rp 449 Juta,"Moncongloe, Maros",: 60 m²,: 36 m²,2,1,1
maros,Shabit Purnakarya Maros,Rp 120 Juta,"Maros Utara, Maros",: 72 m²,: 36 m²,2,1,1
maros,Rumah Siap Huni Di Jalan Mesjid Raya Bandarasi Maros,"Rp 2,5 Miliar","Lau, Maros",: 1000 m²,: 308 m²,3,1,4
maros,Rumah Siap Huni Dallah Taibah Moncongloe,Rp 375 Juta,"Moncongloe, Maros",: 105 m²,: 55 m²,3,1,1
maros,Rumah Baru Siap Huni Dekat Poltek Ujung Pandang Jl Poros Moncongloe Maros,Rp 400 Juta,"Moncongloe, Maros",: 84 m²,: 45 m²,2,1,1
maros,Hunian Cantik Bersubsidi Shabiyan Homes Promo Free Biaya2,Rp 173 Juta,"Mandai, Maros",: 72 m²,: 36 m²,2,1,1
maros,Hanya DP 5 Juta Rumah Siap Huni Dekat Pertamina Moncongloe,Rp 375 Juta,"Moncongloe, Maros",: 90 m²,: 36 m²,2,1,1
maros,"Hunian Ekslusif Cluster Cendrawasih Residence Promo Free Biaya2, Free Tandon, AC, Mesin Air",Rp 615 Juta,"Moncongloe, Maros",: 46 m²,: 96 m²,2,1,2
maros,Perumahan Griya Salsabila 2 Moncongloe Dekat Btp,Rp 399 Juta,"Moncongloe, Maros",: 72 m²,: 42 m²,2,1,1
maros,Dijual Rumah Dekat Ke BTP dan Kampus STIBA Makassar,Rp 559 Juta,"Moncongloe, Maros",: 72 m²,: 45 m²,2,1,1
maros,"Dijual Rumah sekitar Jalan Poros Kariango, Maros",Rp 124 Juta,"Tanralili, Maros",: 72 m²,: 72 m²,1,,
maros,Rumah Baru Siap Huni Hanya 3 Menit Ke Antang Jl Poros Moncongloe Maros,Rp 449 JutaRp 559 JutaHEMAT 110 Jutaan,"Moncongloe, Maros",: 72 m²,: 42 m²,2,1,1
maros,"Dijual Rumah sekitar Jalan Moncongloe, Maros","Rp 1,81 Miliar","Moncongloe, Maros",: 742 m²,,,,
maros,"Dijual Rumah sekitar Jalan Poros Kariango, Maros",Rp 125 Juta,"Tanralili, Maros",: 84 m²,,,,
maros,"Dijual Rumah sekitar Moncongloe Lappara, Jalan Raya Baruga, Maros",Rp 663 Juta,"Moncongloe, Maros",: 105 m²,,,,
maros,Dijual Rumah sekitar Jalan Poros Maros,Rp 450 Juta,"Turikale, Maros",: 96 m²,,,,
maros,"Rumah Siap Huni Dekat Kampus Unhas,stiba,politehnik Dan Unimerz",Rp 380 Juta,"Moncongloe, Maros",: 78 m²,: 36 m²,2,1,1
maros,Rumah Subsidi 3 Kamar Tidur Di Moncongloe Dekat Makassar,Rp 170 Juta,"Moncongloe, Maros",: 72 m²,: 36 m²,3,1,1
maros,Rumah Subsidi Komersil Moncongloe,Rp 173 Juta,"Moncongloe, Maros",: 72 m²,: 36 m²,2,1,
maros,Rumah Paling Laris Di Moncongloe Maros,Rp 173 Juta,"Moncongloe, Maros",: 72 m²,: 36 m²,2,1,1
maros,"Rumah Subsidi Makassar - Rachita Estate 3, Moncongloe Maros",Rp 173 Juta,"Moncongloe, Maros",: 72 m²,: 30 m²,2,1,1
maros,"Rumah Subsidi Makassar, Rachita Garden 4 Maros",Rp 173 Juta,"Marusu, Maros",: 72 m²,: 30 m²,2,1,1
maros,Di Jual Rumah Dekat Makassar Cendrawasih Residence,Rp 449 Juta,"Moncongloe, Maros",: 60 m²,: 36 m²,2,1,1
maros,Rumah Baru Siap Huni Dekat Poltek Ujung Pandang Jl Poros Moncongloe Maros,Rp 400 Juta,"Moncongloe, Maros",: 84 m²,: 45 m²,2,1,1
maros,Hunian Cantik Bersubsidi Shabiyan Homes Promo Free Biaya2,Rp 173 Juta,"Mandai, Maros",: 72 m²,: 36 m²,2,1,1
maros,Hanya DP 5 Juta Rumah Siap Huni Dekat Pertamina Moncongloe,Rp 375 Juta,"Moncongloe, Maros",: 90 m²,: 36 m²,2,1,1
maros,"Hunian Ekslusif Cluster Cendrawasih Residence Promo Free Biaya2, Free Tandon, AC, Mesin Air",Rp 615 Juta,"Moncongloe, Maros",: 46 m²,: 96 m²,2,1,2
maros,Perumahan Griya Salsabila 2 Moncongloe Dekat Btp,Rp 399 Juta,"Moncongloe, Maros",: 72 m²,: 42 m²,2,1,1
maros,Dijual Rumah Dekat Ke BTP dan Kampus STIBA Makassar,Rp 559 Juta,"Moncongloe, Maros",: 72 m²,: 45 m²,2,1,1
maros,"Dijual Rumah sekitar Jalan Poros Kariango, Maros",Rp 124 Juta,"Tanralili, Maros",: 72 m²,: 72 m²,1,,
maros,Rumah Baru Siap Huni Hanya 3 Menit Ke Antang Jl Poros Moncongloe Maros,Rp 449 JutaRp 559 JutaHEMAT 110 Jutaan,"Moncongloe, Maros",: 72 m²,: 42 m²,2,1,1
maros,"Dijual Rumah sekitar Jalan Moncongloe, Maros","Rp 1,81 Miliar","Moncongloe, Maros",: 742 m²,,,,
maros,"Dijual Rumah sekitar Jalan Poros Kariango, Maros",Rp 125 Juta,"Tanralili, Maros",: 84 m²,,,,
maros,"Dijual Rumah sekitar Moncongloe Lappara, Jalan Raya Baruga, Maros",Rp 663 Juta,"Moncongloe, Maros",: 105 m²,,,,
maros,Dijual Rumah sekitar Jalan Poros Maros,Rp 450 Juta,"Turikale, Maros",: 96 m²,,,,
maros,"Rumah Siap Huni Dekat Kampus Unhas,stiba,politehnik Dan Unimerz",Rp 380 Juta,"Moncongloe, Maros",: 78 m²,: 36 m²,2,1,1
maros,Rumah Subsidi 3 Kamar Tidur Di Moncongloe Dekat Makassar,Rp 170 Juta,"Moncongloe, Maros",: 72 m²,: 36 m²,3,1,1
maros,Rumah Subsidi Komersil Moncongloe,Rp 173 Juta,"Moncongloe, Maros",: 72 m²,: 36 m²,2,1,
maros,Rumah Paling Laris Di Moncongloe Maros,Rp 173 Juta,"Moncongloe, Maros",: 72 m²,: 36 m²,2,1,1
maros,"Rumah Subsidi Makassar - Rachita Estate 3, Moncongloe Maros",Rp 173 Juta,"Moncongloe, Maros",: 72 m²,: 30 m²,2,1,1
maros,"Rumah Subsidi Makassar, Rachita Garden 4 Maros",Rp 173 Juta,"Marusu, Maros",: 72 m²,: 30 m²,2,1,1
maros,Di Jual Rumah Dekat Makassar Cendrawasih Residence,Rp 449 Juta,"Moncongloe, Maros",: 60 m²,: 36 m²,2,1,1
maros,Shabit Purnakarya Maros,Rp 120 Juta,"Maros Utara, Maros",: 72 m²,: 36 m²,2,1,1
maros,"Dijual Rumah Maros sekitar Jalan Raya Baruga, Moncongloe Lappara",Rp 752 Juta,"Moncongloe, Maros",: 90 m²,,,,
maros,Rumah Lokasi Strategis Dijual Murah Dimaros Dekat Pasar Batangase,Rp 195 Juta,"Bontoa, Maros",: 98 m²,: 44 m²,2,1,1
maros,Terbatas!! Harga Sepsial Untuk Rumah 2 Lantai dekat Bandara,Rp 500 Juta,"Mandai, Maros",: 72 m²,: 60 m²,4,2,1
maros,Dijual Rumah Seharga Rp 180 jt di Maros - Sulsel!,Rp 180 Juta,"Mandai, Maros",: 72 m²,: 39 m²,2,1,
maros,Dijual Rumah Seharga Rp 150 jt di Maros - Sulsel!,Rp 150 Juta,"Mandai, Maros",: 72 m²,: 42 m²,2,1,
maros,Dijual Cepat Rumah 2 Lantai Dengan Kolam Renang Pribadi Dekat Bandara,Rp 685 Juta,"Maros Baru, Maros",: 90 m²,: 77 m²,3,2,1
maros,Rumah Paling Laris Di Moncongloe Maros,Rp 173 Juta,"Moncongloe, Maros",: 72 m²,: 36 m²,2,1,1
maros,Perumahan Subsidi Di Moncongloe,Rp 173 Juta,"Moncongloe, Maros",: 72 m²,: 36 m²,1,1,1
maros,Rumah Subsidi Laris Di Moncongloe,Rp 173 Juta,"Moncongloe, Maros",: 72 m²,: 36 m²,2,1,
maros,Perumahan Subsidi Di Moncongloe,Rp 173 Juta,"Moncongloe, Maros",: 72 m²,: 36 m²,1,1,1
maros,"Rumah Tinggal 1 Lantai Aset Mandiri, Moncongloe, Maros",Rp 536 Juta,"Moncongloe, Maros",: 90 m²,: 67 m²,2,1,1
maros,Rumah Jalan Poros Di Moncongloe Bebas Banjir,Rp 445 Juta,"Moncongloe, Maros",: 60 m²,: 37 m²,2,1,1
maros,Dijual Rumah Belakang Btp Dekat Waduk Nipa2 Antang Makassar,Rp 378 Juta,"Moncongloe, Maros",: 78 m²,: 36 m²,2,1,1
maros,"Dijual Rumah sekitar Jalan Poros Bantimurung, Maros","Rp 4,85 Miliar","Turikale, Maros",: 1073 m²,: 1073 m²,1,,
maros,"Dijual Rumah sekitar Jalan Poros Kariango, Maros",Rp 125 Juta,"Tanralili, Maros",: 84 m²,: 84 m²,1,,
maros,"Rumah Dekat Bandara,poros Jalan,harga 400 Jutaan.ambani Resideze Adikara",Rp 496 Juta,"Mandai, Maros",: 60 m²,: 36 m²,2,1,1
maros,Perumahan Subsidi dekat Waduk Nipa-nipa - Rachita Estate 4,Rp 173 Juta,"Moncongloe, Maros",: 72 m²,: 30 m²,2,1,1
maros,Perumahan Subsidi dekat Waduk Nipa-nipa - Rachita Estate 4,Rp 173 Juta,"Moncongloe, Maros",: 72 m²,: 30 m²,2,1,1
maros,Rumah Subsidi di Jalan Poros Mocongloe - Mutiara Rachita 3,Rp 173 Juta,"Moncongloe, Maros",: 72 m²,: 30 m²,2,1,1
maros,Rumah Subsidi dekat Sudiang Makassar - Rachita Park 2,Rp 173 Juta,"Mandai, Maros",: 72 m²,: 30 m²,2,1,1
maros,Rumah Subsidi Konsep Islami Rumah,Rp 173 Juta,"Moncongloe, Maros",: 72 m²,: 36 m²,2,1,1
maros,"Dijual Rumah sekitar Jalan Poros Kariango, Maros",Rp 263 Juta,"Mandai, Maros",: 72 m²,,,,
maros,Rumah di Summarecon Mutiara Baru,"Rp 2,9 Miliar","Marusu, Maros",: 162 m²,: 191 m²,3,3,2
maros,"Rachita Garden 2 Maros, Rumah Subsidi Terdekat ke Makassar",Rp 173 Juta,"Marusu, Maros",: 72 m²,: 30 m²,2,1,1
maros,"Rumah Subsidi di Maros - Rachita Garden, Free Kanopi & Pagar",Rp 173 Juta,"Tanralili, Maros",: 72 m²,: 30 m²,2,1,1
maros,"Rumah Subsidi Makassar, Rachita Estate 5 Moncongloe",Rp 173 Juta,"Moncongloe, Maros",: 72 m²,: 30 m²,2,1,1
maros,"Rachita Hill Pattontongan, Rumah Subsidi Makassar",Rp 173 Juta,"Mandai, Maros",: 72 m²,: 30 m²,2,1,1
maros,Rumah Siap Huni Free Biaya-Biaya Lokasi dekat Kampus Unhas,Rp 559 Juta,"Moncongloe, Maros",: 72 m²,: 42 m²,2,1,1
maros,Rumah Siap Huni Free Biaya-Biaya Lokasi 5 Menit dari BTP,Rp 449 Juta,"Moncongloe, Maros",: 60 m²,: 36 m²,2,1,1
maros,Perumahan Harga Terjangkau Griya Salshabila Moncongloe,Rp 439 Juta,"Moncongloe, Maros",: 72 m²,: 42 m²,2,1,1
maros,Rumah Siap Huni Dallah Taibah Moncongloe,Rp 375 Juta,"Moncongloe, Maros",: 105 m²,: 55 m²,3,1,1
maros,Rumah Baru Siap Huni Dekat Poltek Ujung Pandang Jl Poros Moncongloe Maros,Rp 400 Juta,"Moncongloe, Maros",: 84 m²,: 45 m²,2,1,1
maros,Hunian Cantik Bersubsidi Shabiyan Homes Promo Free Biaya2,Rp 173 Juta,"Mandai, Maros",: 72 m²,: 36 m²,2,1,1
maros,Hanya DP 5 Juta Rumah Siap Huni Dekat Pertamina Moncongloe,Rp 375 Juta,"Moncongloe, Maros",: 90 m²,: 36 m²,2,1,1
maros,"Hunian Ekslusif Cluster Cendrawasih Residence Promo Free Biaya2, Free Tandon, AC, Mesin Air",Rp 615 Juta,"Moncongloe, Maros",: 46 m²,: 96 m²,2,1,2
maros,Perumahan Griya Salsabila 2 Moncongloe Dekat Btp,Rp 399 Juta,"Moncongloe, Maros",: 72 m²,: 42 m²,2,1,1
maros,Dijual Rumah Dekat Ke BTP dan Kampus STIBA Makassar,Rp 559 Juta,"Moncongloe, Maros",: 72 m²,: 45 m²,2,1,1
parepare,Rumah Minimalis Terlaris Strategis Berkualitas Akses Dekat Tol Soreang Bandung,Rp 175 Juta,"Soreang, Pare-Pare",: 70 m²,: 40 m²,2,1,1
parepare,USAHA KONTRAKAN 33 PINTU DI PAREPARE SUDAH BERJALAN INCOME 20JT,"Rp 2,49 Miliar","Bacukiki, Pare-Pare",: 1260 m²,: 1160 m²,33,33,10
palopo,"Rumah Murah Aset BRI, Wara Selatan, Kota Palopo","Rp 1,13 Miliar","Wara Selatan, Palopo",: 1349 m²,: 150 m²,3,2,
palopo,"Rumah Tinggal 1 Lantai, Palopo, Sulawesi Selatan",Rp 491 Juta,"Mungkajang, Palopo",: 200 m²,: 139 m²,2,4,1
palopo,"Rumah Murah Aset BRI, Wara, Kota Palopo",Rp 301 Juta,"Wara, Palopo",: 140 m²,: 123 m²,3,2,
bulukumba,Guest House Di  Tanjung Bira Bulukumba Sulawesi Selatan,"Rp 2,25 Miliar","Bonto Bahari, Bulukumba",: 1 m²,: 800 m²,11,7,
bulukumba,Jual Rumah Di Pantai Mandala Ria Lembanna Bulukumba,"Rp 3,9 Miliar","Bulukumpa, Bulukumba",: 3000 m²,: 216 m²,5,3,
bulukumba,Guest House Di  Tanjung Bira Bulukumba Sulawesi Selatan,"Rp 2,25 Miliar","Bonto Bahari, Bulukumba",: 1 m²,: 800 m²,11,7,
bulukumba,Ruko Luas Di Bulukumba,Rp 4 Miliar,"Ujung Bulu, Bulukumba",: 450 m²,: 655 m²,5,8,6
takalar,Rumah Sederhana Di Galesong Utara,Rp 260 Juta,"Galesong Utara, Takalar",: 72 m²,: 60 m²,2,1,1
takalar,"Rachita Indah 2 Galesong, Rumah Subsidi Dekat ke Kota Makassar",Rp 173 Juta,"Galesong Utara, Takalar",: 72 m²,: 30 m²,2,1,1
takalar,"Rumah Murah di Daerah Polobangkeng Selatan, Takalar","Rp 99,5 Juta","Polobangkeng Selatan, Takalar",: 90 m²,: 399 m²,2,1,
takalar,"Rumah Murah di Daerah Mangara Bombang, Takalar",Rp 99 Juta,"Mangara Bombang, Takalar",: 36 m²,: 953 m²,2,2,
takalar,Rumah Baru Siap Huni Lokasi Strategis Jln Poros Galesong Utara Gowa,Rp 400 Juta,"Galesong Utara, Takalar",: 84 m²,: 60 m²,2,2,1
